Název,Adresa,Lat.,Lon.,Followers,events 
Oblastní galerie Vysočiny v Jihlavě,Masarykovo nám. 24,49.3941,15.5917,0,5
Keramikes,Hlavní 1161,49.2045,17.5465,0,4
Památník padlým za druhé světové války,Hybernská,50.0872,14.4328,0,4
HYB4 Inovace a podnikavost,Hybernská 998/4,50.0871,14.4299,0,4
Husitská 1050/7,Husitská 1050/7,50.0872,14.4448,0,4
Tramvajová zastávka Pohořelec,Keplerova,50.0879,14.3881,0,4
Visionary,Plynární 1617/10,50.1074,14.443,0,4
Společenský dům Neratovice,náměstí Republiky 1399,50.2591,14.5154,0,4
Náměstí Republiky,náměstí Republiky,49.5634,15.9404,0,3
Zámek Křinec,Křinec 1,50.269,15.1406,0,3
Aeroklub Břeclav,Letiště 3486/2,48.7917,16.8939,0,3
Bookafe,Dolní brána 653/12,0.0,0.0,0,3
Galerie G18,Štefánikova 5670,49.2235,17.6671,0,3
Kostel Narození sv. Jana Křtitele,Náměstí Bedřicha Hrozného 7,50.2021,14.839,0,3
Kkafe,Střelecký ostrov 336,50.0805,14.4105,0,3
Podskalská 14,Podskalská 14,50.0702,14.4156,0,3
Muzeum Českého krasu,"Husovo náměstí 87, 266 01",49.9634,14.0728,0,3
KCEV – Krkonošské centrum environmentálního vzdělávání,Dobrovského 3,50.6267,15.6068,0,3
Regionální muzeum Kladrubska,nám. Republiky 90,49.7149,12.9814,0,3
Muzeum Bílovec,Zámecká 691/5,49.756,18.0164,0,3
Městské kulturní centrum Hořovice,Vrbnovská 30/1,49.8379,13.907,0,3
Městské kulturní středisko Javorník,Nádražní 160,50.3927,17.0057,0,3
Nový hřbitov Zelená hora,Žďár nad Sázavou 2,49.5786,15.938,0,2
Geopark Barrandien,Slapská,49.9633,14.073,0,2
Kostel svatého Jakuba apoštola,Tyršovo náměstí 54,50.3309,13.8137,0,2
Římskokatolická farnost u kostela sv. Jana Nepomuckého,Elišky Přemyslovny 27,49.1662,16.5681,0,2
Delicia Brazil,Malá Štěpánská 557/1,50.0764,14.4229,0,2
Banker's Bar,Haštalská 1077/16,50.091,14.4248,0,2
Střední uměleckoprůmyslová škola Uherské Hradiště,Všehrdova 267,49.0684,17.4655,0,2
Zámek Prostějov,"Pernštýnské nám. 176, 796 01",49.4741,17.1088,0,2
Městská knihovna Broumov,Mírové náměstí 52,50.6093,16.3211,0,2
Sportovní areál Ledce,Ledce 63,50.2238,16.0456,0,2
Znojmo – TBA,,48.8559,16.0543,0,2
Bezobalu,Pod Kaštany 182,50.0984,14.4052,0,2
Salsita Club,Štefánikova 25,50.0747,14.4037,0,2
Divadlo Image Black Light,Národní 25,50.0824,14.4179,0,2
Studio Neiro,Holandská 1050/48,50.069,14.4571,0,2
WPP Campus,Bubenská 1,50.0987,14.4368,0,2
Kongresové centrum České národní banky,Senovážné náměstí 30,50.0859,14.4291,0,2
Lužický seminář,U Lužického semináře 13,50.0876,14.4084,0,2
Zámek Konojedy,Konojedy,49.9486,14.8513,0,2
Max’s Steakhouse,Ostrovní 1447/26,50.0807,14.4178,0,2
Zámek Rychnov nad Kněžnou,Kolowratská 1,50.1665,16.2758,0,2
Základní škola Chýně,Bolzanova 800,50.0574,14.2216,0,2
VN Brothers Club,Jánská 468,49.1947,16.6114,0,2
Podloubí Týnské školy,Staroměstské náměstí 604/14,50.0876,14.422,0,2
Multifunkční prostor Jan Becher,Veletržní 24,50.1022,14.4302,0,2
Back Doors Bar,Na Bělidle 310,50.0719,14.4063,0,2
Zámek Pátek,"Pátek 1, 439 08 Peruc",50.39,13.9458,0,2
Nádraží Dobřichovice,Tyršova,49.9275,14.2747,0,2
Pivovar Starobrno,Hlinky 160/2,49.1911,16.5918,0,2
Tramvajová zastávka Poštovka,Plzeňská,50.0685,14.3535,0,2
Nádvoří zámku Choceň,Pernerova 1,49.9995,16.2265,0,2
Kostel sv. Václava,Pekařská 12,49.9406,17.903,0,2
Dvořákovo nábřeží,Dvořákovo nábřeží,50.0929,14.4214,0,2
Horní náměstí,Horní náměstí,49.5939,17.2509,0,2
Pizzerie Einstein,Seifertova 595/67,50.0847,14.4486,0,1
Zimní stadion Kutná Hora,Pobřežní 194,49.9451,15.2755,0,1
Vila rodiny Wittalových,Hroznová 93/39,49.1971,16.57,0,1
Admi Restaurant & Bar,Bezručova 5609,50.4662,13.4005,0,1
Silo Jihlava,Chlumova 35,49.4043,15.5863,0,1
Farská louka,Zámecká 627,49.0829,14.7141,0,1
Ava by Adrien,Králodvorská 11,50.0881,14.4269,0,1
U Matchy,Průmyslová 250,50.2058,15.8115,0,1
Walter,Smetanovy sady 314/12,49.7455,13.3743,0,1
Loď Tajemství v Přístavišti Litoměřice,,50.5304,14.1364,0,1
Kostel Nejsvětější Trojice,Sokolská 593/26,49.4709,17.9665,0,1
Generální štáb Armády České republiky,Vítězné nám. 1500/5,50.1001,14.394,0,1
Kulturní dům Měřín,"Náměstí 295, 594 42",49.3932,15.8838,0,1
Státní zámek Libochovice,Náměstí 5. května 1,50.4051,14.0438,0,1
Augustine Hotel,Letenská 33/12,50.0892,14.4068,0,1
Louka na Rovňách Zděchov,,49.2603,18.0699,0,1
Zřícenina minoritského kláštera,Na Karlově 79,49.7849,14.6913,0,1
Korábka,Zářecká Lhota 6,50.0,16.2457,0,1
Kostel Narození sv. Jana Křtitele,,49.9692,14.1343,0,1
Dolní hřbitov,Santiniho 69,49.5852,15.934,0,1
Kino Hutník,nám. Sítná 3127,50.1355,14.1036,0,1
No. 211 Café & Wine,Nerudova 211/14,50.0886,14.4011,0,1
Sklárna a minipivovar Novosad & syn,Nový Svět 95,50.7825,15.4195,0,1
Comix Kitchen & Bar,Anglické nábř. 1,49.7466,13.3829,0,1
Kostel svatého Rocha,Olšanské náměstí,50.0831,14.4598,0,1
Domeček u Foita,Nádraží 145,49.198,15.8046,0,1
Živá vila,"Nádražní 364, Prachatice II, 383 01",49.0149,14.0069,0,1
Hlubočepské plotny,Hlubočepské plotny,50.0433,14.3912,0,1
Zámek Velké Meziříčí,Zámecké schody 1200/4,49.3576,16.0125,0,1
V Zahradní,Zahradní 1917/4,49.8377,18.2887,0,1
Draw Planet,Poděbradova 7,49.8336,18.2855,0,1
Nádraží Duchcov,Teplická 150,50.6173,13.7545,0,1
Sportovní areál PardalGroup,Valtinovská,50.7621,14.7577,0,1
Kostel Panny Marie Královny míru,Ve Lhotce 330/36,50.0212,14.439,0,1
Kostel sv. Jiří,Panenský Týnec,50.2949,13.917,0,1
Kostel svatého Jana Křtitele a Panny Marie Karmelské,Maková hora,49.6167,14.1483,0,1
Krásný Dvůr,Zámek 1,50.2522,13.3698,0,1
Meditační zahrada svatého Jakuba,Křížkovského 75,49.1838,16.5807,0,1
ZŠ Rakovského,Rakovského 3136/1,50.0097,14.4227,0,1
Vican rodinné vinařství,"Mušlov 30, 692 01",48.7887,16.683,0,1
Penzion U Martina,"Rokytno 51, 592 31",49.6077,16.0737,0,1
Jednota,Martinská 3,49.744,13.3776,0,1
Zámek Kněžice,Petrovice u Sušice 1,49.2187,13.4408,0,1
Naše věci,Jiráskova 116/16,49.201,16.5965,0,1
Anděl station & bistro,Bezručova 5,49.7454,13.3773,0,1
Kostel sv. Štěpána,29404 Řitonice,50.4084,15.1087,0,1
Dům Růženy Žertové,Zákoutí 3038/2,49.2179,16.5664,0,1
Heart Prague International Church,"Brunclíkova 1878/8, 162 00",50.0847,14.3465,0,1
Parkoviště u mostu,Ostrov Štvanice 858,50.0957,14.4361,0,1
Sportovní a plavecký areál TJ Tesla,Halasovo nám. 7,49.2235,16.6247,0,1
Obecní úřad Borová Lada,Borová Lada 38,48.9898,13.6599,0,1
Pohostinství U Cempírka,Vysoká u Příbramě 82,49.6335,13.9462,0,1
Fotbalové hřiště Zábrodí,Končiny 160,50.4585,16.1259,0,1
Evangelický hřbitov ve Strašnicích,Vinohradská 1505/161,50.0775,14.4841,0,1
Park Holubička,Pod Bruskou,50.092,14.4092,0,1
Horská chata Ostrý,Košařiska 75,49.586,18.685,0,1
Ranč Telč,Salaš 491,49.193,15.4361,0,1
Zlatokopecký skanzen,"Zlatokopecký skanzen, 793 76",50.2558,17.3674,0,1
WTG,tř. Karla IV.,50.2133,15.8241,0,1
Contemporary Czech art,Dolnostudénská 2950,49.9581,16.9782,0,1
Hradecká sýpka,Za Škodovkou 898,50.2194,15.8099,0,1
Hornický skanzen Mayrau,Hornický skanzen Mayrau 56,50.1657,14.084,0,1
Jasenka Zubří,Zubří 57,49.5792,16.1249,0,1
Malá výstavní síň,nám. Dr. E. Beneše 2,50.7692,15.0581,0,1
Curator Contemporary,U Lužického semináře 12,50.0876,14.4088,0,1
ČCE Smíchov,Na Doubkové 2040/8,50.0658,14.3996,0,1
Obecní louka pod hradem Jenštejn,V Katovičkách 64,50.1543,14.6082,0,1
Kšeft,Pekařská 14,49.1923,16.6029,0,1
Thrill Park,Provaznická 1,50.0859,14.4241,0,1
Autocamp Borovinka,Koněšín 65,49.1891,16.0402,0,1
Adventure Land,Vrchbělá,50.5247,14.784,0,1
U Pileťáku,,50.2211,15.8362,0,1
Loděnice Ostrava,Slezská Ostrava 2086,49.8338,18.2975,0,1
Bublárna,Kmochova 569,50.0266,15.1969,0,1
Most – TBA,,0.0,0.0,0,1
Sokolovna Mirošov,"Skořická 86, 338 43",49.6863,13.6604,0,1
Hotel ILF,Budějovická 15,50.0445,14.4508,0,1
ZŠ F. L. Čelakovského,Chelčického 555,49.2649,13.8991,0,1
Fotbalové hřiště Deštná,Sportovní 305,49.2654,14.9204,0,1
Charles bar,nám. Jiřího z Poděbrad 1/1,50.1415,15.1189,0,1
Javorník – různá místa,,50.3908,17.0027,0,1
ZUŠ Javorník,Puškinova 57,50.3898,17.0048,0,1
Polabské národopisné muzeum,Skanzen 19,50.1606,14.8246,0,1
Evangelický kostel,Náměstí B. Hrozného 442/16,50.2017,14.8375,0,1
Kostel sv. Filipa a Jakuba,Královopolské Vážany,49.214,16.8694,0,1
Nymburk hlavní nádraží,Petra Bezruče 1/361,50.1931,15.0458,0,1
Rezi.dance,Komařice 17,48.8784,14.5457,0,1
Chata Libušín –⁠ Pustevny,Prostřední Bečva 221,49.4932,18.2643,0,1
Kostel Církve československé husitské,Wuchterlova 5,50.0976,14.397,0,1
Kostel sv. Anežky České,Roztylské sady,50.0441,14.4791,0,1
Hudební klub Acoustica,Bartovická 459,49.8006,18.348,0,1
Gymnázium Benešov,Husova 470,49.7801,14.6868,0,1
Areál pod přehradou,Ludkovice 44,49.1119,17.7271,0,1
Chržín,273 24 Chržín,50.3001,14.2638,0,1
Kulturní dům Netín,594 44 Netín,49.413,15.9507,0,1
Café Alternatif,Mezibranská 21,50.0791,14.4295,0,1
Regionální muzeum v Kolíně,Karlovo nám. 8,50.0277,15.2007,0,1
Kostel svatého Gotharda,"nám. Arnošta z Pardubic 40, 282 01",50.0738,14.8606,0,1
Náměstí Svobody,náměstí Svobody,49.1661,13.8868,0,1
Kostel sv. Jana Křtitele,Zámecké náměstí 135,50.6376,13.8273,0,1
Studio 12,Lipanská 310/12,50.0843,14.4541,0,1
Galerie Desítka,nám. Práce 2523,49.2225,17.6622,0,1
Vinotéka Víno,Truhlářská 1121/24,50.0909,14.4317,0,1
Náměstí Československé armády,Náměstí Československé armády,50.511,14.1506,0,1
Restaurace Kateřina,"Havlíčkova 90, 537 01 Chrudim",49.9475,15.7937,0,1
Kulturní dům Popovice,Popovice 377,49.0512,17.5262,0,1
Hotel Central,Hybernská 1001/10,50.0872,14.4328,0,1
Kostel Nanebevzetí Panny Marie,"Družstevní, 788 14 Rapotín",49.9947,17.0138,0,1
Katzelsdorfský zámeček,Katzeldorfský les,48.7407,16.755,0,1
Hospoda Slezský Grunt,Poddubí 3,49.9029,18.0721,0,1
Muzeum Lega,Priessnitzova 907,50.2413,17.1883,0,1
Muzeum Lega,Jiřího nám. 7,50.1419,15.1179,0,1
Muzeum Lega,Bedřichov 22,50.7261,15.6053,0,1
Muzeum Lega,Zámecká 52,49.9612,15.2886,0,1
Academic Hotel,Tyršovo nám. 2222,50.1619,14.3921,0,1
Agátin svět,Solní 278/4,49.7483,13.3765,0,1
Pietro Filipi,Národní 31,50.0827,14.4194,0,1
Sokolovna Mirotice,Stroupežnického 192,0.0,0.0,0,1
Ikona Wine Bar,Míšenská 8,50.0878,14.4078,0,1
Sokolovna Chlumec nad Cidlinou,Kozelkova 266,50.1582,15.4591,0,1
Trojská lávka,Povltavská,50.1152,14.4166,0,1
The Pub Praha 6,Československé armády 785/22,50.1007,14.4014,0,1
Tesco,Konečná 25,50.239,12.8523,0,1
OC Citypark,Hradební 1,49.3925,15.5937,0,1
Smetanovo náměstí,Smetanovo náměstí,49.8711,16.3107,0,1
NC Čepkov,Tyršovo nábř. 5496,49.2292,17.6621,0,1
Čapkova síň,Anenská 5,50.0856,14.4152,0,1
Zirkon Office Center,Sokolovská 366,50.0937,14.4505,0,1
IKEM,Vídeňská 1958,50.0229,14.4631,0,1
OC Atrium Palác,Masarykovo nám. 2799,50.0368,15.7688,0,1
Dancelab,U Zvonařky 1435,50.0705,14.434,0,1
HYB4 Ateliér,Hybernská 4,50.0871,14.4299,0,1
Hotel Evropa,Václavské náměstí 826/25,50.0821,14.427,0,1
Sauna Central,Ve Smečkách 1593/19,0.0,0.0,0,1
Wellness Park Lužánky,Lužánecká 2016/7,49.2058,16.612,0,1
Fakulta managementu VŠE,Jarošovská 1117,49.1488,15.0063,0,1
Magenta Experience Center,Na Pankráci 86,50.0509,14.4383,0,1
Pamětní deska Obětem 2. světové války,Hybernská 2086/18,50.0874,14.4349,0,1
Poliklinika Budějovická,A. Staška 1670/80,50.0426,14.4501,0,1
Zrno Zrnko,Čestmírova 17a,50.0641,14.4425,0,1
Husovo náměstí,Husovo náměstí,50.775,14.1979,0,1
Mírové náměstí,Mírové náměstí,50.5483,13.7743,0,1
Pivovar Holanďan,Hlízov 230,49.9833,15.2943,0,1
Sady Čs. legií,Sady Čs. legií 2156,49.5433,17.7331,0,1
TJ Sokol Praha – Krč,Za Obecním úřadem 354/7,50.0376,14.4482,0,1
Art Club Loreta,Loretánská 8,50.0886,14.3921,0,1
Náměstí Generála Kutlvašra,Náměstí Generála Kutlvašra,50.0619,14.4387,0,1
Budvarka Liberec,nám. Sokolovské 312/1,50.77,15.0555,0,1
Výčep Tábor,Žižkovo Náměstí 18,49.4136,14.6586,0,1
Společenství Josefa Zezulky,Soukenická 21,50.0916,14.4303,0,1
Koncertní sál Taussigova,Taussigova 1150/2,50.1296,14.4731,0,1
Kostel Krista Spasitele,Grussova 1274/6,50.0355,14.3736,0,1
Stará masna,Hulínská 2322,49.3072,17.4069,0,1
Na střelnici,Míru 24,49.7436,13.5909,0,1
Klub Peklo,Dědická 29/547,49.2847,16.9867,0,1
Hospůdka U Vavřince,Brloh 1,50.0022,15.5577,0,1
Továrny Hostivař,Továrny Hostivař,50.0563,14.5428,0,1
Šabachův park,Wuchterlova,50.0985,14.3979,0,1
Kostel sv. Jindřicha a Kunhuty,Jindřišská 30,50.0847,14.4298,0,1
Koupaliště Jablonné v Podještědí,Jablonné v Podještědí 22,50.7653,14.7605,0,1
ZŠ Leoše Janáčka,Hukvaldy 162,49.6306,18.2193,0,1
Kostel sv. Václava v PN Bohnice,Ústavní 91,50.1351,14.4244,0,1
Druna – náhorní planina,Trojická 1907/10,50.0706,14.4159,0,1
Centrum volného času Měšice,Nosticova,50.1984,14.5229,0,1
Farní kostel sv. Jana Křtitele,Farní,49.6819,18.3673,0,1
Zámek Vrchotovy Janovice,Vrchotovy Janovice 1,49.6692,14.5779,0,1
Praga Studios,Pernerova 697/35,50.0909,14.4522,0,1
Kostel Nanebevzetí Panny Marie,Velké nám. 32/40,50.21,15.8358,0,1
Kulturní centrum Domeček,Votuzská 322/12,50.1151,14.6223,0,1
Kostel sv. Václava,nám. Svatopluka Čecha 1348/3,50.0689,14.4593,0,1
Katherine studio,Pražská 207,49.4137,14.6615,0,1
Rezidence primátora hl. m. Prahy,Mariánské náměstí 98/1,50.0874,14.4174,0,1
Arcibiskupský palác,Olomouc,49.5958,17.2608,0,1
Arcibiskupské gymnázium v Kroměříži,Pilařova 3/3,49.2998,17.3914,0,1
20. základní škola Plzeň,Brojova 13,49.7291,13.4052,0,1
Kostel sv. Apolináře,Apolinářská 439,0.0,0.0,0,1
Obecní úřad Veleň,Hlavní 7,50.1736,14.5554,0,1
Univerzitním centrum Telč,nám. Zachariáše z Hradce 2,49.1846,15.4514,0,1
Kavárna Cafe Etage,Masarykovo náměstí 1198/39,49.3949,15.5903,0,1
OC Letňany,Veselská 663,50.137,14.5013,0,1
Gymnázium a Hudební škola hlavního města Prahy,Komenského náměstí 400/9,50.0864,14.4571,0,1
Protože můžu,Starobrněnská 12,49.1926,16.607,0,1
Hospoda U Šebestů,"Tyršova 151, 378 56",49.1854,15.2868,0,1
Fotbalový areál V Lukách,V Lukách 631,50.1227,16.3011,0,1
Sklep Bar,Budějovická 987,49.4109,14.6762,0,1
ČSOB Radlická,Radlická 333/150,0.0,0.0,0,1
Park sv. Jana Nepomuckého,Na Hlavní 3,50.1646,14.4839,0,1
Britská obchodní komora v České republice,Václavské nám. 832/19,50.0828,14.4264,0,1
Art Nouveau Palace Hotel,Panská 12,50.0839,14.4277,0,1
Žižkovo náměstí,Žižkovo náměstí,49.4144,14.6586,0,1
Monkey Club,Březanova 84,49.0039,14.77,0,1
Masarykova Univerzita – filosofická fakulta,,0.0,0.0,0,1
Terra,Frýdecká 270,49.6779,18.6656,0,1
Bonviván,Dušní 15,50.0909,14.4202,0,1
Poliklinika Benešov,Malé nám. 1700,49.7828,14.6909,0,1
Farma Pálava,Mušlov 30,48.7887,16.683,0,1
Mezinárodní škola v Praze,Nebušická 700,50.1112,14.342,0,1
Letecké muzeum Metoděje Vlacha,Regnerova 114,50.4017,14.9,0,1
Zámek Brtnice,"Zámek 1, 588 32",49.3057,15.6741,0,1
Kostel Nanebevzetí Panny Marie,Kostel Nanebevzetí Panny Marie,49.4248,13.881,0,1
Zámek Zdounky,Zborovská 80,49.2313,17.3139,0,1
Skanzen Země keltů,Nasavrky 409,49.8355,15.7995,0,1
FLORET vzdělávací a informační centrum,"Květnové nám. 391, 252 43 ",50.0008,14.5599,0,1
Kostel Nanebevzetí Panny Marie,"nám. J. Žižky 8, 792 01 Bruntál",49.9898,17.4662,0,1
Comfort Hotel Prague City East,Bečvářova 14,50.0763,14.4936,0,1
Hlava Franze Kafky,Charvátova,50.0817,14.4208,0,1
Památník Bedřicha Smetany,Jabkenice 33,50.3262,15.0249,0,1
KC Vlna Ďáblice,"Osinalická 1069/26, Praha 182 00",50.145,14.4816,0,1
Dispečink DP Praha,Na Bojišti 1452/5,50.0742,14.4281,0,1
Šakvice – různá místa,Hlavní,48.8971,16.7161,0,1
Sacra Restaurant ,Kobrova 3354/5,50.0739,14.3973,0,1
China Art,Rudných dolů 243,49.8975,14.4903,0,1
Horský areál Kraličák,"Stříbrnice 70, Staré Město, 788 32",50.1792,16.9016,0,1
Kostel Povýšení sv. Kříže,267 05 Nižbor,50.0025,13.9997,0,1
Kulturní dům Horažďovice,Strakonická 17,49.3218,13.7011,0,1
Hrad Roštejn,Hrad Roštejn,49.2518,15.4263,0,1
Chrám Zvěstování Panny Marie,Horní náměstí,49.7319,17.3007,0,1
Kostel Navštívení Panny Marie,"Městys Bílá Voda 1, 790 69 Bílá Voda",50.4419,16.9198,0,1
Fabrika Svitavy,Wolkerova alej 92/18,49.756,16.4724,0,1
Sanatoria Klimkovice,"Hýlov 24, Klimkovice",49.8067,18.0983,0,1
Svět pohádek a strašidel,Petra Bezruče 1031,48.7431,16.758,0,1
Muzeum Chodska,Chodské náměstí 96,49.439,12.9279,0,1
Kolárovo divadlo,Jiráskova 151,50.5373,16.2373,0,1
Hrad Krakovec,Krakovec 4,50.0173,13.6391,0,1
Vlastivědné muzeum v Šumperku,Hlavní třída 22,49.9658,16.978,0,1
DCM Prostějov,Olomoucká 36,49.4765,17.1167,0,1
Divadlo Point,Husovo nám. 91,49.469,17.1248,0,1
Knihovna Chomoutov,Horecká 56/2,49.6399,17.2311,0,1
Veselské kulturní centrum,"náměstí Míru 667, 698 01  ",48.9515,17.3829,0,1
Kostel sv. Josefa,náměstí Republiky,50.0882,14.4285,0,1
Kostel Nanebevzetí Panny Marie a svatého Karla Velikého,Ke Karlovu 453,50.0692,14.4285,0,1
Společenské centrum Jesenice,Budějovická 303,49.9669,14.5168,0,1
Palackého náměstí,Palackého náměstí,49.9494,15.2687,0,1
Vila Machů,Štefánikova 225/47,49.6034,18.1486,0,1
KD Bzenec,Bzinská 762/3,48.9715,17.268,0,1
Zámek Čechy pod Kosířem,Mánesova 1,49.5497,17.0374,0,1
Penzion Na Čechách,Korouhev 3,49.6712,16.2476,0,1
Hora Matky Boží Králíky,Hora Matky Boží,50.075,16.7819,0,1
Zámek Bruntál,Zámecké nám. 1/7,49.9904,17.4647,0,1
Kostel sv. Archanděla Michaela,Maršíkov,50.0362,17.0718,0,1
Kulturní a společenské středisko Střelnice,Střelniční 1,49.7431,18.628,0,1
Šapitó Roztoky,Vltavská,50.1567,14.4022,0,1
Mariánské náměstí,Mariánské náměstí,50.0874,14.4174,0,1
Thir,Tržní 274,49.4136,14.6595,0,1
KD Plzeňka,Plzeňská 83/48,49.9607,14.0651,0,1
Hotel Olšanka,Táboritská 23,50.0827,14.4575,0,1
Zámek Roztoky u Prahy,Zámek 1,50.1584,14.3976,0,1
Muzeum Lega,Národní 31,50.0826,14.4194,0,1
Nuselská radnice,Táborská 32,50.0626,14.4406,0,1
Řetízkárna,,50.3698,12.8955,0,0
Saunová zahrada Salori,Jana Černého 376/5,50.2528,15.8346,0,0
Kulturní a rodinné centrum Knoflík,Jablonecká 723/4,50.1211,14.5015,0,0
Ye’s kafe,Za Karlínským přístavem 699/18,50.0965,14.4517,0,0
Eli Gallery,Hrazená 903,50.7669,15.0534,0,0
Šapitó Cirkus Base,Ladronka u Vypichu,50.0791,14.3473,0,0
Erpet Golf Center,Strakonická 4,50.0644,14.4112,0,0
Pavlovův pavilon,Lidická 517,49.7617,13.3681,0,0
Esmarin – Sportovně relaxační centrum,Lhotecká 1535,49.8711,14.2654,0,0
Beseder Gallery,Lihovarská 19,50.1049,14.4862,0,0
Spaces Parkview,Pujmanové 1753/10a,50.0498,14.4351,0,0
Spaces Albatros,Na Perštýně 342/1,50.0825,14.4189,0,0
Spaces Smíchoff,Plzeňská 3350/18,50.0724,14.3979,0,0
Richy Happy Bar,Záhořanského 2007,50.0766,14.4163,0,0
Ústav makromolekulární chemie AV ČR,"2, Heyrovského nám. 1888",50.0866,14.3386,0,0
No Feet,Vaňkovo nám. 914,49.1951,16.5867,0,0
Ecokemp Brdy,,49.8253,14.0456,0,0
Hotel Bavor,Na Ohradě 31,49.2587,13.9061,0,0
Hotel Sen,Malostranská 344,49.8969,14.7147,0,0
Přívoz Kotevní,,50.0656,14.4125,0,0
Žižkovská radnice,Havlíčkovo náměstí č. 9,50.0849,14.454,0,0
Úřad městské části Praha 10,Vršovická 1429/68,50.0679,14.4646,0,0
Vila Černošice,Střední 2348,49.9601,14.3198,0,0
Náměstí Svaté Hedviky,Náměstí Svaté Hedviky,49.9419,17.8921,0,0
Nakladatelství Modrý slon,Válečkova 990/16,0.0,0.0,0,0
Krematorium Strašnice,Vinohradská 214–218,50.0764,14.4846,0,0
Chrám chmele a piva,nám. Prokopa Velkého 1951,50.3245,13.5446,0,0
Památník Františka Palackého a Františka Ladislava Riegra,Palackého 719/7,50.0811,14.4233,0,0
Bhservice,,0.0,0.0,0,0
Prague City Tourism,Žatecká 110,50.0876,14.418,0,0
Café Era,Zemědělská 1686,49.2105,16.6191,0,0
Španielova pasáž,Plhovská 862,50.4173,16.1685,0,0
Náchod – různá místa,,0.0,0.0,0,0
Vittorio Restaurant,Pekařská 398/4,49.1924,16.6044,0,0
Kemp Drusus,K Řeporyjím 4,50.0441,14.2824,0,0
Čelákovice – různá místa,,0.0,0.0,0,0
Kostel Nanebevzetí Panny Marie,262 42 Třebsko,49.6257,13.9676,0,0
Plzeňské pirátské centrum,U Zvonu 4/9,49.7464,13.381,0,0
Park Jiřiny Haukové a Jindřicha Chalupeckého,Vršovice,50.0673,14.4604,0,0
Premonstrátský klášter Hradisko,Sušilovo nám. 1/5,49.6056,17.2651,0,0
